software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id,trusted_source_id,evidence_flags
Microsoft SymCrypt,CSC-001,Cryptographic Libraries,Application,No,"The document does not mention any Post-Quantum Cryptography (PQC) algorithms, schemes, or migration plans. It focuses on symmetric operations and the addition of standard asymmetric algorithms starting in 2015.",Open Source,MIT,101.0.0 (mentioned as the version where Semantic Versioning was adopted),2026-03-05 (Last Updated date in metadata),Support FIPS 140 certification of products using SymCrypt; uses Jitterentropy for FIPS-certifiable entropy.,Critical,Windows (all CPU architectures supported by Windows); Linux modules mentioned.,All industries,https://github.com/microsoft/SymCrypt,https://github.com/microsoft/SymCrypt,"Core cryptographic function library currently used by Windows, supporting symmetric and asymmetric algorithms.",Trusted Vendor,Needs Verification,2026-03-30,"prepare,test,migrate",crypto-dev-apis;dev-quantum-impact;energy-utilities-pqc;hybrid-crypto;os-pqc;tls-basics,VND-027,microsoft,version-unconfirmed; v103.9.1 not found in public GitHub releases — verify exact version
AWS-LC,CSC-001,Cryptographic Libraries,"Application, Security Stack",Yes (ML-KEM ML-DSA),Details on supported post-quantum algorithms are available in a separate document at [PQREADME](https://github.com/aws/aws-lc/tree/main/crypto/fipsmodule/PQREADME.md). The text does not explicitly list specific PQC algorithms or maturity levels within the provided content.,Open Source,NOASSERTION,v1.69.0,2026-03-06,Yes (with limitations); FIPS mode is supported but WASM builds cannot be FIPS-validated. See [crypto/fipsmodule/FIPS.md](crypto/fipsmodule/FIPS.md) for details.,Critical,"Linux (x86, x86-64, aarch64, ppc, ppc64, ppc64le, arm32, loongarch64, risc-v64, s390x), Windows (x86-64, aarch64), macOS (x86-64, aarch64), Android (aarch64, arm32), iOS (aarch64), OpenBSD (x86-64), FreeBSD (x86-64), Emscripten (wasm32)",AWS and their customers; general-purpose applications,https://github.com/aws/aws-lc,https://github.com/aws/aws-lc,A general-purpose cryptographic library maintained by the AWS Cryptography team based on BoringSSL and OpenSSL.,Trusted Vendor,Verified,2026-02-20,"prepare,test,migrate",compliance-strategy;crypto-agility;crypto-dev-apis;dev-quantum-impact;hybrid-crypto;os-pqc;tls-basics,VND-001,amazon-aws,
Nvidia cuPQC,CSC-001,Cryptographic Libraries,Application,Yes (ML-KEM ML-DSA Optimized),"Production-ready library (cuPQC-PK) providing GPU-accelerated implementations of NIST-standardized ML-KEM-512/768/1024 and ML-DSA-44/65/87. Designed for embedding into CUDA kernels with high throughput for key generation, encapsulation, decapsulation, signing, and verification.",Proprietary,Nvidia License,Current,2025,No,Critical,"NVIDIA GPU architectures (NVIDIA Jetson, data center GPUs including RTX PRO 6000 Blackwell Server Edition, H100)",Enterprises with high-throughput security applications,https://developer.nvidia.com/cupqc,,SDK of GPU-optimized cryptographic math libraries for building classical and next-generation high-performance applications.,Trusted Vendor,Verified,2026-02-13,"prepare,test,migrate",ai-security-pqc;dev-quantum-impact;hybrid-crypto;tls-basics,VND-125,cmvp,no-cert-backing
Cisco IOS XE PQC,CSC-032,Network Operating Systems,"Network, OS",No,IOS XE 26 delivers industry-first full-stack post-quantum cryptography for enterprise routing and switching. ML-KEM hybrid IKEv2 key establishment available (not just planned). Protects networking devices data in transit and control plane traffic with NIST-approved algorithms. Supports 8000 Series Secure Routers and C9000 Series Smart Switches. Also supports RFC 8784 PQC PSK for IKEv2/IPsec VPN and ML-DSA API support for CSR generation.,Proprietary,Commercial,IOS XE 16.6 (mentioned as the baseline for features covered in the book),2026-02-10,Yes (FIPS 140-3 L1 #4752 #5160) (classical algorithms only; PQC not in FIPS scope),Critical,"Cisco Catalyst switches, routers, access points, and wireless controllers (e.g., Catalyst 9200-9800 Series, ASR 1000/900 Series, NCS 4200 Series, ISR 4000/1000 Series).",Enterprise,"https://www.cisco.com (inferred from ""Cisco.com"" in text, though specific product URL not explicitly listed as a single link)",,"The single OS for enterprise switching, routing, wired and wireless access providing open, standards-based programmable interfaces.",Trusted Vendor,Verified,2026-03-30,"test,migrate",network-security-pqc;vpn-ssh-pqc,VND-008,cisco-systems,fips-classical-only
Google ALTS,CSC-005,TLS/SSL Implementation Software,"Application, Network, Cloud",No,"The document does not mention Post-Quantum Cryptography (PQC), PQC algorithms, or any plans for PQC migration. It describes the use of standard cryptographic primitives for authentication and encryption within Google's infrastructure.",Proprietary (Google-maintained),Apache-2.0,Current,2025,BoringCrypto (core of BoringSSL) is validated to FIPS 140-3 level 1; ALTS specific validation status is not stated.,Critical,"Google Cloud, Google Front End (GFE), Virtual Machines (VMs), GKE, Compute Engine, Cloud SQL.","Enterprise, Cloud Service Providers (Google Cloud customers).",https://cloud.google.com/security/encryption-in-transit,,"Application-layer transport security protocol used by Google Cloud for authenticated, integrity-protected, and encrypted service-to-service communication.",Trusted Vendor,Verified,2026-03-25,"test,migrate",dev-quantum-impact;tls-basics,VND-018,google,
Apple PQ3 / CoreCrypto,CSC-011,Secure Messaging and Communication,Application,Yes (PQ3 iMessage ML-KEM; CryptoKit ML-KEM ML-DSA; quantum-secure TLS),iMessage PQ3 protocol achieving Level 3 security with hybrid ML-KEM since iOS 17.4 (March 2024). CryptoKit framework in iOS 26/macOS 26 extends PQC with ML-KEM 768/1024 and ML-DSA-65/ML-DSA-87 APIs for third-party apps. Apple services including CloudKit Push Notifications Safari Maps Weather and iCloud Private Relay adopting quantum-secure TLS (X25519MLKEM768). Note: PQ3 is iMessage protocol; iOS 26 adds system-wide CryptoKit ML-KEM/ML-DSA APIs and quantum-secure TLS negotiation.,Proprietary,Commercial,"iOS 17.4, iPadOS 17.4, macOS 14.4, watchOS 10.4 (Developer Preview/Beta/Public Release)",2024-02-21,Yes (FIPS 140-3 CoreCrypto),Critical,"iOS, iPadOS, macOS, watchOS",Consumer Messaging,https://security.apple.com/blog/imessage-pq3/,,First messaging protocol to achieve Level 3 security with separate PQC rekeying (iOS 17.4). System-wide PQC support in Apple ecosystem via CryptoKit ML-KEM and ML-DSA APIs (iOS 26).,Trusted Vendor,Verified,2026-03-30,launch,crypto-dev-apis;email-signing;tls-basics,VND-002,apple,version-26.3-unverified; hpke-claim-unverified
Entrust nShield,CSC-002,Hardware Security Module (HSM) Software,"Hardware, Security Stack","Yes (with details: Supports LMS, ML-DSA, ML-KEM, SLH-DSA via firmware or PQC Option Pack)","The nShield PQC Option Pack enables generation and use of NIST-selected post-quantum algorithms. LMS is the default type for releases after 1.4.1. ML-DSA is supported in firmware and recommended for the main product line. The brochure states nShield HSMs are NIST-validated for ML-DSA, ML-KEM, and SLH-DSA, delivering production-ready quantum-safe cryptography in tamper-resistant hardware with native PQ support in firmware.",Commercial,Proprietary (Requires license file from Entrust Support for CodeSafe features),"PQCOP 1.4.1, Security World Software 13.9.3, nShield Firmware 13.8.4",2026-03-16 (Document date),"Yes (FIPS Level 3 mentioned in product configurations table; brochure states ""NIST-validated"")",High,"Linux (Ubuntu 22.04), Windows Server 2022","Enterprise, Government (implied by NSA/NIST mandates and CNSA 2.0 references)",https://nshieldsupport.entrust.com,,"Enterprise HSM with full NIST PQC suite. Native ML-KEM, ML-DSA, SLH-DSA (all 12 param sets) in firmware v13.8.0+, CAVP validated. LMS/XMSS via PQSDK. CodeSafe secure execution. CNG and JCE interfaces supported.",Trusted Vendor,Verified,2026-03-30,"prepare,migrate,launch",aerospace-pqc;compliance-strategy;healthcare-pqc;hsm-pqc;pqc-governance;vendor-risk,VND-013,entrust,fips-classical-only
Thales Luna HSM,CSC-002,Hardware Security Module (HSM) Software,"Hardware, Cloud",Yes (ML-KEM ML-DSA LMS/HSS),"Luna HSMs are quantum-ready with NIST-standardized post-quantum cryptography in core firmware. They protect against ""Harvest-Now, Decrypt Later"" attacks and allow users to stay crypto agile by adopting emerging PQC algorithms and leveraging a broad ecosystem of PQC-ready partner integrations.",Commercial,Proprietary,7.9.2,2026-02-05,"Yes (Text states ""FIPS-validated appliance"" and lists ""FIPS 140-2"" and ""FIPS 140-3"" under compliance, but does not explicitly link a specific validation level to the Luna HSM product in the provided text).",High,"Amazon Web Services, Google Cloud, Microsoft Azure, Oracle Cloud Infrastructure; On-Premises.","Financial Services, Government, Healthcare, Manufacturing, Retail, Telecommunications, Automotive, Critical Infrastructure, Insurance Providers, Media and Entertainment, SaaS Providers.",https://cpl.thalesgroup.com/encryption/hardware-security-modules,,"Dedicated crypto processor designed to protect the cryptographic key lifecycle within a hardened, tamper-resistant device.",Trusted Vendor,Verified,2026-03-30,"prepare,migrate,launch",aerospace-pqc;compliance-strategy;healthcare-pqc;hsm-pqc;migration-program;pqc-governance;vendor-risk,VND-041,thales-research,fips-classical-only
HashiCorp Vault,CSC-003,Key Management Systems (KMS),Security Stack,Yes (ML-DSA SLH-DSA in Transit experimental),Experimental support for ML-DSA and SLH-DSA in Transit secrets engine. Enables quantum-resistant signing-as-a-service for protecting data in transit. Early adoption in enterprise secrets management.,Open Source/Commercial,NOASSERTION (for the repository); Commercial license required for Enterprise features.,v1.21.x,2026-01-07,Yes (Enterprise FIPS 140-3 build),High,"Go-based; supports disk, Consul storage; deployable on HashiCorp Cloud Platform (HCP), Docker, and local environments.","Enterprise (implied by ""Enterprise features"", ""regulatory compliance"", ""security teams"").",https://developer.hashicorp.com/vault,https://github.com/hashicorp/vault,"A tool for secrets management, encryption as a service, and privileged access management.",Trusted Vendor,Verified,2026-02-13,"migrate,launch,rampup",arch-quantum-impact;database-encryption-pqc;kms-pqc;ops-quantum-impact;platform-eng-pqc;secrets-management-pqc,VND-058,microsoft,no-cert-backing
Entrust KeyControl,CSC-003,Key Management Systems (KMS),"Security Stack, Cloud, Hardware",Yes (ML-KEM ML-DSA SLH-DSA),"The platform supports NIST-approved post-quantum algorithms including ML-DSA, ML-KEM, and SLH-DSA via integration with Entrust nShield HSMs. It enables the issuance of hybrid and pure PQC certificates through Entrust's PQ-ready PKI. The solution offers crypto-agility to transition from classical algorithms (RSA, ECC) to quantum-safe cryptography.",Commercial,Proprietary,10.4.3,2025,Yes (Compatible with FIPS 140-3 certified nShield HSMs; nShield HSMs are NIST-validated for post-quantum algorithms),High,"On-premises, Cloud (US and European regions), AWS, Google Cloud Platform (GCP)","Enterprise, Government (implied by NSA/NIST mandates), Critical Infrastructure, Payment Systems",https://www.entrust.com/digital-security/key-management/keycontrol,,Enterprise key management and compliance platform combining lifecycle management with decentralized vault architecture.,Trusted Vendor,Verified,2026-03-30,"migrate,launch,rampup",aerospace-pqc;arch-quantum-impact;database-encryption-pqc;healthcare-pqc;hsm-pqc;kms-pqc;ops-quantum-impact;pqc-business-case,VND-013,entrust,pqc-via-hsm-delegation
IBM Guardium Key Lifecycle Manager,CSC-003,Key Management Systems (KMS),Security Stack,No,"The provided text does not mention Post-Quantum Cryptography (PQC) capabilities, algorithms, or migration plans for this specific product. Note: A related product, ""IBM Guardium Cryptography Manager,"" is mentioned in the text as preparing for quantum resilience, but no details are provided for Guardium Key Lifecycle Manager.",Commercial,Proprietary (Requires software and usage entitlements),Version 4 (mentioned alongside version 3 in documentation context),2025-12-19,"Yes; supports Federal Information Processing Standard (FIPS) 140-3 Level 1, with an option to use FIPS 140-3 Level 3 validated hardware.",Critical,"Bare-metal servers, virtual machines, containers; compatible with Oracle TDE databases, VMware, and KMIP/IPP/REST-compatible devices.","Finance, Government, Healthcare",https://www.ibm.com/products/guardium-key-lifecycle-manager,,"Centralized, secure, scalable encryption key management tool for diverse key lifecycle needs.",Trusted Vendor,Verified,2026-03-30,"migrate,launch,rampup",arch-quantum-impact;healthcare-pqc;kms-pqc;migration-program;ops-quantum-impact,VND-019,q360-alliance,fips-classical-only
Oracle Key Vault,CSC-003,Key Management Systems (KMS),"Security Stack, Hardware",No,No PQC features in v21.13. Oracle PQC efforts focused on database TLS (ML-KEM in Oracle 26ai) and JDK-level PQC (ML-DSA in JDK 26). Key Vault PQC expected via Oracle ecosystem integration.,Proprietary,Commercial (Oracle),21.13,2025-12-19,Yes (Oracle FIPS mode),High,"Oracle Linux, Oracle Database technology; compatible hardware.","Finance, Government, Healthcare",https://docs.oracle.com/en/database/oracle/key-vault/,,"Centrally manages encryption keys, Oracle wallets, Java keystores, and credential files to accelerate security deployments.",Trusted Vendor,Verified,2026-02-16,"migrate,launch,rampup",arch-quantum-impact;healthcare-pqc;kms-pqc;ops-quantum-impact,VND-029,oracle,
Utimaco ESKM,CSC-003,Key Management Systems (KMS),"Security Stack, Hardware, Cloud",Yes (ML-KEM ML-DSA LMS XMSS),"Capable to manage keys created with post quantum cryptography algorithms recommended by NIST and BSI due to its crypto-agility. A ""Quantum Protect Simulator"" is available for testing features.",Commercial,Proprietary (Transparent client licensing mentioned),8.54,2025,"FIPS 140-3 Level 2 appliance (pending), FIPS 140-2 L3 and L4 (embedded HSM)",Critical,"On-premises appliances, Cloud workloads; integrates with Dell, HPE, NetApp.","Enterprise, Financial Services (IBM Cloud for Financial Services mentioned), Government (FedRAMP/FISMA compliance mentioned).",https://utimaco.com/data-protection/key-management/enterprise-secure-key-manager,,The most interoperable and integrated Key Management System providing a single pane of glass for all cryptographic keys.,Trusted Vendor,Verified,2026-02-16,"migrate,launch,rampup",aerospace-pqc;arch-quantum-impact;healthcare-pqc;hsm-pqc;kms-pqc;ops-quantum-impact,VND-042,cmvp,
Keyfactor EJBCA,CSC-004,Public Key Infrastructure (PKI) Software,Security Stack,Yes (ML-DSA ML-KEM SLH-DSA LMS Catalyst),"Commercial PKI platform with full PQC certificate lifecycle management. Supports quantum-safe certificate issuance, renewal, and revocation for enterprise PKI infrastructure. EJBCA v9.3.4+ provides FIPS 140-3 compatibility via Bouncy Castle FIPS Java API (BC-FJA). The EJBCA Hardware Appliance includes a FIPS 140-2 Level 3 certified HSM.",Open Source/Commercial,LGPL-2.1 (Community Edition); Commercial license required for Enterprise Edition.,Enterprise 9.x,2026-02-27 (Last Updated date of the repository),Yes (FIPS 140-3 via BC-FJA; FIPS 140-2 appliance HSM),Critical,"Linux, Windows (runs on JVM/OpenJDK); Docker; Kubernetes (via Helm).",All industries,https://github.com/Keyfactor/ejbca-ce (Repository); https://www.ejbca.org/ (Website),https://github.com/Keyfactor/ejbca-ce,Open-source public key infrastructure (PKI) and certificate authority (CA) software covering the full certificate lifecycle.,Trusted Vendor,Verified,2026-02-13,"migrate,launch",arch-quantum-impact;hsm-pqc;merkle-tree-certs;migration-program;ops-quantum-impact;pki-workshop;pqc-governance,VND-024,keyfactor,no-cert-backing
